measurementID	occurrenceID	measurementOfTaxon	parentMeasurementID	measurementType	measurementValue	measurementUnit	statisticalMethod	measurementRemarks	source	contributor	referenceID
M1263	C814	TRUE		http://eol.org/schema/terms/HeadBodyLength	49.8	http://purl.obolibrary.org/obo/UO_0000016	http://semanticscience.org/resource/SIO_001114			"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	R112
M1264	C200	TRUE		http://eol.org/schema/terms/HeadBodyLength	54	http://purl.obolibrary.org/obo/UO_0000016	http://www.ebi.ac.uk/efo/EFO_0001444			"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	R109
M1265	C201	TRUE		http://eol.org/schema/terms/HeadBodyLength	38.9	http://purl.obolibrary.org/obo/UO_0000016	http://semanticscience.org/resource/SIO_001113			"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	R122
M1266	C201	TRUE		http://eol.org/schema/terms/HeadBodyLength	41.5	http://purl.obolibrary.org/obo/UO_0000016	http://semanticscience.org/resource/SIO_001114			"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	R122
M1267	C815	TRUE		http://eol.org/schema/terms/HeadBodyLength	47.9	http://purl.obolibrary.org/obo/UO_0000016	http://semanticscience.org/resource/SIO_001113			"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	R122
M1268	C815	TRUE		http://eol.org/schema/terms/HeadBodyLength	48.1	http://purl.obolibrary.org/obo/UO_0000016	http://semanticscience.org/resource/SIO_001114			"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	R122
M1269	C202	TRUE		http://eol.org/schema/terms/HeadBodyLength	40.5	http://purl.obolibrary.org/obo/UO_0000016	http://www.ebi.ac.uk/efo/EFO_0001444			"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	R132
M1270	C202	TRUE		http://eol.org/schema/terms/HeadBodyLength	35.3	http://purl.obolibrary.org/obo/UO_0000016	http://www.ebi.ac.uk/efo/EFO_0001444			"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	R132
M1271	C816	TRUE		http://eol.org/schema/terms/HeadBodyLength	36	http://purl.obolibrary.org/obo/UO_0000016	http://www.ebi.ac.uk/efo/EFO_0001444			"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	R132
M1272	C816	TRUE		http://eol.org/schema/terms/HeadBodyLength	44.6	http://purl.obolibrary.org/obo/UO_0000016	http://www.ebi.ac.uk/efo/EFO_0001444			"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	R132
M1274	C203	TRUE		http://eol.org/schema/terms/HeadBodyLength	46	http://purl.obolibrary.org/obo/UO_0000016	http://www.ebi.ac.uk/efo/EFO_0001444			"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	R100
M1275	C817	TRUE		http://eol.org/schema/terms/HeadBodyLength	57.8	http://purl.obolibrary.org/obo/UO_0000016	http://www.ebi.ac.uk/efo/EFO_0001444			"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	R100
M1276	C204	TRUE		http://eol.org/schema/terms/HeadBodyLength	60.5	http://purl.obolibrary.org/obo/UO_0000016	http://semanticscience.org/resource/SIO_001114			"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	R122
M1277	C205	TRUE		http://eol.org/schema/terms/HeadBodyLength	26.9	http://purl.obolibrary.org/obo/UO_0000016	http://semanticscience.org/resource/SIO_001113			"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	R111
M1278	C205	TRUE		http://eol.org/schema/terms/HeadBodyLength	29.9	http://purl.obolibrary.org/obo/UO_0000016	http://semanticscience.org/resource/SIO_001114			"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	R111
M1279	C818	TRUE		http://eol.org/schema/terms/HeadBodyLength	33.7	http://purl.obolibrary.org/obo/UO_0000016	http://semanticscience.org/resource/SIO_001113			"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	R111
M1280	C818	TRUE		http://eol.org/schema/terms/HeadBodyLength	41.3	http://purl.obolibrary.org/obo/UO_0000016	http://semanticscience.org/resource/SIO_001114			"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	R111
M1281	C206	TRUE		http://eol.org/schema/terms/HeadBodyLength	31.3	http://purl.obolibrary.org/obo/UO_0000016	http://semanticscience.org/resource/SIO_001113			"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	R100
M1282	C206	TRUE		http://eol.org/schema/terms/HeadBodyLength	34.2	http://purl.obolibrary.org/obo/UO_0000016	http://semanticscience.org/resource/SIO_001114			"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	R100
M1283	C207	TRUE		http://eol.org/schema/terms/HeadBodyLength	57.2	http://purl.obolibrary.org/obo/UO_0000016	http://semanticscience.org/resource/SIO_001113			"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	R101
M1284	C207	TRUE		http://eol.org/schema/terms/HeadBodyLength	67	http://purl.obolibrary.org/obo/UO_0000016	http://semanticscience.org/resource/SIO_001114			"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	R101
M1285	C208	TRUE		http://eol.org/schema/terms/HeadBodyLength	48.6	http://purl.obolibrary.org/obo/UO_0000016	http://www.ebi.ac.uk/efo/EFO_0001444			"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	R166
M1286	C819	TRUE		http://eol.org/schema/terms/HeadBodyLength	40	http://purl.obolibrary.org/obo/UO_0000016	http://www.ebi.ac.uk/efo/EFO_0001444			"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	R166
M1287	C209	TRUE		http://eol.org/schema/terms/HeadBodyLength	45.3	http://purl.obolibrary.org/obo/UO_0000016	http://www.ebi.ac.uk/efo/EFO_0001444			"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	R150
M1288	C820	TRUE		http://eol.org/schema/terms/HeadBodyLength	36.4	http://purl.obolibrary.org/obo/UO_0000016	http://www.ebi.ac.uk/efo/EFO_0001444			"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	R150
M1289	C820	TRUE		http://eol.org/schema/terms/HeadBodyLength	51.5	http://purl.obolibrary.org/obo/UO_0000016	http://www.ebi.ac.uk/efo/EFO_0001444			"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	R150
M1290	C210	TRUE		http://eol.org/schema/terms/HeadBodyLength	46.7	http://purl.obolibrary.org/obo/UO_0000016	http://www.ebi.ac.uk/efo/EFO_0001444			"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	R104
M1291	C210	TRUE		http://eol.org/schema/terms/HeadBodyLength	50	http://purl.obolibrary.org/obo/UO_0000016	http://www.ebi.ac.uk/efo/EFO_0001444			"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	R104
M1293	C211	TRUE		http://eol.org/schema/terms/HeadBodyLength	70.5	http://purl.obolibrary.org/obo/UO_0000016	http://www.ebi.ac.uk/efo/EFO_0001444			"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	R183
M1294	C821	TRUE		http://eol.org/schema/terms/HeadBodyLength	68.4	http://purl.obolibrary.org/obo/UO_0000016	http://www.ebi.ac.uk/efo/EFO_0001444			"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	R183
M1295	C212	TRUE		http://eol.org/schema/terms/HeadBodyLength	43	http://purl.obolibrary.org/obo/UO_0000016	http://www.ebi.ac.uk/efo/EFO_0001444			"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	R115
M1296	C212	TRUE		http://eol.org/schema/terms/HeadBodyLength	43.4	http://purl.obolibrary.org/obo/UO_0000016	http://www.ebi.ac.uk/efo/EFO_0001444			"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	R115
M1297	C822	TRUE		http://eol.org/schema/terms/HeadBodyLength	38.5	http://purl.obolibrary.org/obo/UO_0000016	http://semanticscience.org/resource/SIO_001113			"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	R115
M1298	C822	TRUE		http://eol.org/schema/terms/HeadBodyLength	51.7	http://purl.obolibrary.org/obo/UO_0000016	http://semanticscience.org/resource/SIO_001114			"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	R115
M1299	C213	TRUE		http://eol.org/schema/terms/HeadBodyLength	60	http://purl.obolibrary.org/obo/UO_0000016	http://www.ebi.ac.uk/efo/EFO_0001444			"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	R110
M1300	C214	TRUE		http://eol.org/schema/terms/HeadBodyLength	39	http://purl.obolibrary.org/obo/UO_0000016	http://semanticscience.org/resource/SIO_001113			"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	R176
M1301	C214	TRUE		http://eol.org/schema/terms/HeadBodyLength	57	http://purl.obolibrary.org/obo/UO_0000016	http://semanticscience.org/resource/SIO_001114			"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	R176
M1302	C215	TRUE		http://eol.org/schema/terms/HeadBodyLength	56	http://purl.obolibrary.org/obo/UO_0000016	http://www.ebi.ac.uk/efo/EFO_0001444			"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	R104
M1303	C216	TRUE		http://eol.org/schema/terms/HeadBodyLength	47.2	http://purl.obolibrary.org/obo/UO_0000016	http://www.ebi.ac.uk/efo/EFO_0001444			"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	R160
M1304	C217	TRUE		http://eol.org/schema/terms/HeadBodyLength	83	http://purl.obolibrary.org/obo/UO_0000016	http://www.ebi.ac.uk/efo/EFO_0001444			"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	R127
M1305	C823	TRUE		http://eol.org/schema/terms/HeadBodyLength	83	http://purl.obolibrary.org/obo/UO_0000016	http://www.ebi.ac.uk/efo/EFO_0001444			"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	R127
M1306	C218	TRUE		http://eol.org/schema/terms/HeadBodyLength	38	http://purl.obolibrary.org/obo/UO_0000016	http://semanticscience.org/resource/SIO_001113			"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	R156
M1307	C218	TRUE		http://eol.org/schema/terms/HeadBodyLength	50	http://purl.obolibrary.org/obo/UO_0000016	http://semanticscience.org/resource/SIO_001114			"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	R156
M1308	C219	TRUE		http://eol.org/schema/terms/HeadBodyLength	50.8	http://purl.obolibrary.org/obo/UO_0000016	http://www.ebi.ac.uk/efo/EFO_0001444			"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	R116
M1309	C219	TRUE		http://eol.org/schema/terms/HeadBodyLength	111.76	http://purl.obolibrary.org/obo/UO_0000016	http://www.ebi.ac.uk/efo/EFO_0001444			"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	R116
M1310	C219	TRUE		http://eol.org/schema/terms/HeadBodyLength	65	http://purl.obolibrary.org/obo/UO_0000016	http://www.ebi.ac.uk/efo/EFO_0001444			"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	R116
M1311	C220	TRUE		http://eol.org/schema/terms/HeadBodyLength	61.6	http://purl.obolibrary.org/obo/UO_0000016	http://semanticscience.org/resource/SIO_001114			"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	R141
M1312	C824	TRUE		http://eol.org/schema/terms/HeadBodyLength	65.3	http://purl.obolibrary.org/obo/UO_0000016	http://semanticscience.org/resource/SIO_001114			"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	R141
M1313	C221	TRUE		http://eol.org/schema/terms/HeadBodyLength	90	http://purl.obolibrary.org/obo/UO_0000016	http://semanticscience.org/resource/SIO_001113			"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	R149
M1314	C221	TRUE		http://eol.org/schema/terms/HeadBodyLength	125	http://purl.obolibrary.org/obo/UO_0000016	http://semanticscience.org/resource/SIO_001114			"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	R149
M1315	C825	TRUE		http://eol.org/schema/terms/HeadBodyLength	88.8	http://purl.obolibrary.org/obo/UO_0000016	http://semanticscience.org/resource/SIO_001113			"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	R149
M1316	C825	TRUE		http://eol.org/schema/terms/HeadBodyLength	128.1	http://purl.obolibrary.org/obo/UO_0000016	http://semanticscience.org/resource/SIO_001114			"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	R149
M1317	C222	TRUE		http://eol.org/schema/terms/HeadBodyLength	52.7	http://purl.obolibrary.org/obo/UO_0000016	http://semanticscience.org/resource/SIO_001113			"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	R101
M1318	C222	TRUE		http://eol.org/schema/terms/HeadBodyLength	65.4	http://purl.obolibrary.org/obo/UO_0000016	http://semanticscience.org/resource/SIO_001114			"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	R101
M1319	C223	TRUE		http://eol.org/schema/terms/HeadBodyLength	47.5	http://purl.obolibrary.org/obo/UO_0000016	http://www.ebi.ac.uk/efo/EFO_0001444			"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	R104
M1320	C224	TRUE		http://eol.org/schema/terms/HeadBodyLength	51.2	http://purl.obolibrary.org/obo/UO_0000016	http://semanticscience.org/resource/SIO_001113			"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	R173
			M1320	http://eol.org/schema/terms/SampleSize	4						
M1321	C224	TRUE		http://eol.org/schema/terms/HeadBodyLength	56.5	http://purl.obolibrary.org/obo/UO_0000016	http://semanticscience.org/resource/SIO_001114			"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	R173
			M1321	http://eol.org/schema/terms/SampleSize	4						
M1323	C225	TRUE		http://eol.org/schema/terms/HeadBodyLength	58.2	http://purl.obolibrary.org/obo/UO_0000016	http://www.ebi.ac.uk/efo/EFO_0001444			"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	R146
M1324	C226	TRUE		http://eol.org/schema/terms/HeadBodyLength	30	http://purl.obolibrary.org/obo/UO_0000016	http://semanticscience.org/resource/SIO_001113			"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	R107
M1325	C226	TRUE		http://eol.org/schema/terms/HeadBodyLength	33	http://purl.obolibrary.org/obo/UO_0000016	http://semanticscience.org/resource/SIO_001114			"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	R107
M1326	C227	TRUE		http://eol.org/schema/terms/HeadBodyLength	27	http://purl.obolibrary.org/obo/UO_0000016	http://semanticscience.org/resource/SIO_001113			"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	R107
M1327	C227	TRUE		http://eol.org/schema/terms/HeadBodyLength	33	http://purl.obolibrary.org/obo/UO_0000016	http://semanticscience.org/resource/SIO_001114			"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	R107
M1328	C826	TRUE		http://eol.org/schema/terms/HeadBodyLength	33	http://purl.obolibrary.org/obo/UO_0000016	http://semanticscience.org/resource/SIO_001113			"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	R107
M1329	C826	TRUE		http://eol.org/schema/terms/HeadBodyLength	37	http://purl.obolibrary.org/obo/UO_0000016	http://semanticscience.org/resource/SIO_001114			"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	R107
M1330	C228	TRUE		http://eol.org/schema/terms/HeadBodyLength	70	http://purl.obolibrary.org/obo/UO_0000016	http://semanticscience.org/resource/SIO_001113			"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	R146
M1331	C228	TRUE		http://eol.org/schema/terms/HeadBodyLength	84.8	http://purl.obolibrary.org/obo/UO_0000016	http://semanticscience.org/resource/SIO_001114			"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	R146
M1332	C827	TRUE		http://eol.org/schema/terms/HeadBodyLength	72	http://purl.obolibrary.org/obo/UO_0000016	http://semanticscience.org/resource/SIO_001113			"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	R146
M1333	C827	TRUE		http://eol.org/schema/terms/HeadBodyLength	89.4	http://purl.obolibrary.org/obo/UO_0000016	http://semanticscience.org/resource/SIO_001114			"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	R146
M1334	C229	TRUE		http://eol.org/schema/terms/HeadBodyLength	35	http://purl.obolibrary.org/obo/UO_0000016	http://www.ebi.ac.uk/efo/EFO_0001444			"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	R152
M1335	C230	TRUE		http://eol.org/schema/terms/HeadBodyLength	32.1	http://purl.obolibrary.org/obo/UO_0000016	http://semanticscience.org/resource/SIO_001113			"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	R147
			M1335	http://eol.org/schema/terms/SampleSize	3					"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	
M1336	C230	TRUE		http://eol.org/schema/terms/HeadBodyLength	39.3	http://purl.obolibrary.org/obo/UO_0000016	http://semanticscience.org/resource/SIO_001114			"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	R147
			M1336	http://eol.org/schema/terms/SampleSize	3					"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	
M1338	C828	TRUE		http://eol.org/schema/terms/HeadBodyLength	31	http://purl.obolibrary.org/obo/UO_0000016	http://semanticscience.org/resource/SIO_001113			"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	R147
			M1338	http://eol.org/schema/terms/SampleSize	4					"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	
M1339	C828	TRUE		http://eol.org/schema/terms/HeadBodyLength	41	http://purl.obolibrary.org/obo/UO_0000016	http://semanticscience.org/resource/SIO_001114			"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	R147
			M1339	http://eol.org/schema/terms/SampleSize	4					"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	
M1341	C231	TRUE		http://eol.org/schema/terms/HeadBodyLength	4.5	http://purl.obolibrary.org/obo/UO_0000016	http://semanticscience.org/resource/SIO_001113			"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	R125
M1342	C231	TRUE		http://eol.org/schema/terms/HeadBodyLength	44	http://purl.obolibrary.org/obo/UO_0000016	http://semanticscience.org/resource/SIO_001114			"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	R125
M1343	C232	TRUE		http://eol.org/schema/terms/HeadBodyLength	48	http://purl.obolibrary.org/obo/UO_0000016	http://semanticscience.org/resource/SIO_001114			"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	R139
M1344	C829	TRUE		http://eol.org/schema/terms/HeadBodyLength	45	http://purl.obolibrary.org/obo/UO_0000016	http://semanticscience.org/resource/SIO_001114			"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	R139
M1345	C233	TRUE		http://eol.org/schema/terms/HeadBodyLength	49	http://purl.obolibrary.org/obo/UO_0000016	http://semanticscience.org/resource/SIO_001113			"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	R184
M1346	C233	TRUE		http://eol.org/schema/terms/HeadBodyLength	71	http://purl.obolibrary.org/obo/UO_0000016	http://semanticscience.org/resource/SIO_001114			"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	R184
M1347	C233	TRUE		http://eol.org/schema/terms/HeadBodyLength	67.5	http://purl.obolibrary.org/obo/UO_0000016	http://www.ebi.ac.uk/efo/EFO_0001444			"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	R184
M1348	C234	TRUE		http://eol.org/schema/terms/HeadBodyLength	59	http://purl.obolibrary.org/obo/UO_0000016	http://semanticscience.org/resource/SIO_001113			"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	R166
M1349	C234	TRUE		http://eol.org/schema/terms/HeadBodyLength	72	http://purl.obolibrary.org/obo/UO_0000016	http://semanticscience.org/resource/SIO_001114			"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	R166
M1350	C235	TRUE		http://eol.org/schema/terms/HeadBodyLength	41.6	http://purl.obolibrary.org/obo/UO_0000016	http://www.ebi.ac.uk/efo/EFO_0001444			"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	R101
M1351	C236	TRUE		http://eol.org/schema/terms/HeadBodyLength	62.2	http://purl.obolibrary.org/obo/UO_0000016	http://www.ebi.ac.uk/efo/EFO_0001444			"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	R101
M1352	C237	TRUE		http://eol.org/schema/terms/HeadBodyLength	40.1	http://purl.obolibrary.org/obo/UO_0000016	http://semanticscience.org/resource/SIO_001113			"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	R101
M1353	C237	TRUE		http://eol.org/schema/terms/HeadBodyLength	61.8	http://purl.obolibrary.org/obo/UO_0000016	http://semanticscience.org/resource/SIO_001114			"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	R101
M1354	C238	TRUE		http://eol.org/schema/terms/HeadBodyLength	57	http://purl.obolibrary.org/obo/UO_0000016	http://semanticscience.org/resource/SIO_001113			"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	R174
			M1354	http://eol.org/schema/terms/SampleSize	3					"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	
M1355	C238	TRUE		http://eol.org/schema/terms/HeadBodyLength	64.2	http://purl.obolibrary.org/obo/UO_0000016	http://semanticscience.org/resource/SIO_001114			"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	R174
			M1355	http://eol.org/schema/terms/SampleSize	3					"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	
M1357	C830	TRUE		http://eol.org/schema/terms/HeadBodyLength	64.2	http://purl.obolibrary.org/obo/UO_0000016	http://www.ebi.ac.uk/efo/EFO_0001444			"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	R174
M1358	C239	TRUE		http://eol.org/schema/terms/HeadBodyLength	34	http://purl.obolibrary.org/obo/UO_0000016	http://semanticscience.org/resource/SIO_001113			"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	R117
			M1358	http://eol.org/schema/terms/SampleSize	3					"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	
M1359	C239	TRUE		http://eol.org/schema/terms/HeadBodyLength	48	http://purl.obolibrary.org/obo/UO_0000016	http://semanticscience.org/resource/SIO_001114			"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	R117
			M1359	http://eol.org/schema/terms/SampleSize	3					"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	
M1361	C831	TRUE		http://eol.org/schema/terms/HeadBodyLength	50	http://purl.obolibrary.org/obo/UO_0000016	http://www.ebi.ac.uk/efo/EFO_0001444			"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	R117
M1362	C240	TRUE		http://eol.org/schema/terms/HeadBodyLength	30.1	http://purl.obolibrary.org/obo/UO_0000016	http://semanticscience.org/resource/SIO_001113			"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	R112
M1363	C240	TRUE		http://eol.org/schema/terms/HeadBodyLength	36.3	http://purl.obolibrary.org/obo/UO_0000016	http://semanticscience.org/resource/SIO_001114			"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	R112
M1364	C832	TRUE		http://eol.org/schema/terms/HeadBodyLength	45	http://purl.obolibrary.org/obo/UO_0000016	http://semanticscience.org/resource/SIO_001113			"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	R112
M1365	C832	TRUE		http://eol.org/schema/terms/HeadBodyLength	57.6	http://purl.obolibrary.org/obo/UO_0000016	http://semanticscience.org/resource/SIO_001114			"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	R112
M1366	C241	TRUE		http://eol.org/schema/terms/HeadBodyLength	33	http://purl.obolibrary.org/obo/UO_0000016	http://www.ebi.ac.uk/efo/EFO_0001444			"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	R175
M1367	C833	TRUE		http://eol.org/schema/terms/HeadBodyLength	43.5	http://purl.obolibrary.org/obo/UO_0000016	http://www.ebi.ac.uk/efo/EFO_0001444			"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	R175
M1368	C242	TRUE		http://eol.org/schema/terms/HeadBodyLength	35.2	http://purl.obolibrary.org/obo/UO_0000016	http://semanticscience.org/resource/SIO_001113			"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	R112
			M1368	http://eol.org/schema/terms/SampleSize	3					"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	
M1369	C242	TRUE		http://eol.org/schema/terms/HeadBodyLength	37.4	http://purl.obolibrary.org/obo/UO_0000016	http://semanticscience.org/resource/SIO_001114			"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	R112
