measurementID	occurrenceID	measurementOfTaxon	parentMeasurementID	measurementType	measurementValue	measurementUnit	statisticalMethod	measurementRemarks	source	contributor	referenceID
M1876	C473	TRUE		http://eol.org/schema/terms/HeadBodyLength	28.5	http://purl.obolibrary.org/obo/UO_0000016	http://semanticscience.org/resource/SIO_001114		http://eol.org/data_objects/25524375	"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	
M1877	C874	TRUE		http://eol.org/schema/terms/HeadBodyLength	21.1	http://purl.obolibrary.org/obo/UO_0000016	http://semanticscience.org/resource/SIO_001113		http://eol.org/data_objects/25524375	"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	
M1878	C874	TRUE		http://eol.org/schema/terms/HeadBodyLength	29.4	http://purl.obolibrary.org/obo/UO_0000016	http://semanticscience.org/resource/SIO_001114		http://eol.org/data_objects/25524375	"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	
M1879	C474	TRUE		http://eol.org/schema/terms/BreedingHabitat	http://purl.obolibrary.org/obo/ENVO_00002009				http://eol.org/data_objects/28104365	"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	
M1880	C474	TRUE		http://eol.org/schema/terms/DevelopmentalMode	http://eol.org/schema/terms/directDeveloper				http://eol.org/data_objects/28104365	"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	
M1881	C475	TRUE		http://purl.obolibrary.org/obo/VT_0001256	1.6	http://purl.obolibrary.org/obo/UO_0000015	http://semanticscience.org/resource/SIO_001113		http://eol.org/data_objects/11289466	"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	
M1882	C475	TRUE		http://purl.obolibrary.org/obo/VT_0001256	3.2	http://purl.obolibrary.org/obo/UO_0000015	http://semanticscience.org/resource/SIO_001114		http://eol.org/data_objects/11289466	"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	
M1883	C476	TRUE		http://eol.org/schema/terms/BreedingHabitat	http://purl.obolibrary.org/obo/ENVO_00002009				http://eol.org/data_objects/28913575	"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	
M1884	C476	TRUE		http://eol.org/schema/terms/DevelopmentalMode	http://eol.org/schema/terms/directDeveloper				http://eol.org/data_objects/28913575	"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	
M1885	C477	TRUE		http://purl.obolibrary.org/obo/VT_0001933	3				http://eol.org/data_objects/28913573	"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	
M1886	C477	TRUE		http://purl.obolibrary.org/obo/VT_0001933	26				http://eol.org/data_objects/28913573	"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	
M1887	C478	TRUE		http://eol.org/schema/terms/BreedingHabitat	http://purl.obolibrary.org/obo/ENVO_00002009				http://eol.org/data_objects/28104449	"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	
M1888	C478	TRUE		http://eol.org/schema/terms/DevelopmentalMode	http://eol.org/schema/terms/directDeveloper				http://eol.org/data_objects/28104449	"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	
M1889	C479	TRUE		http://eol.org/schema/terms/BreedingHabitat	http://purl.obolibrary.org/obo/ENVO_00002009				http://eol.org/data_objects/28104455	"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	
M1890	C479	TRUE		http://eol.org/schema/terms/DevelopmentalMode	http://eol.org/schema/terms/directDeveloper				http://eol.org/data_objects/28104455	"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	
M1891	C480	TRUE		http://eol.org/schema/terms/HeadBodyLength	21	http://purl.obolibrary.org/obo/UO_0000016	http://semanticscience.org/resource/SIO_001113			"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	R195
			M1891	http://eol.org/schema/terms/SampleSize	7					"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	
M1892	C480	TRUE		http://eol.org/schema/terms/HeadBodyLength	23.2	http://purl.obolibrary.org/obo/UO_0000016	http://semanticscience.org/resource/SIO_001114			"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	R195
			M1892	http://eol.org/schema/terms/SampleSize	7					"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	
M1893	C480	TRUE		http://eol.org/schema/terms/HeadBodyLength	22.4	http://purl.obolibrary.org/obo/UO_0000016	http://semanticscience.org/resource/SIO_001109			"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	R195
			M1893	http://eol.org/schema/terms/SampleSize	7					"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	
M1895	C875	TRUE		http://eol.org/schema/terms/HeadBodyLength	14.5	http://purl.obolibrary.org/obo/UO_0000016	http://www.ebi.ac.uk/efo/EFO_0001444			"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	R195
M1896	C481	TRUE		http://eol.org/schema/terms/BreedingHabitat	http://purl.obolibrary.org/obo/ENVO_00002009				http://eol.org/data_objects/28104473	"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	
M1897	C481	TRUE		http://eol.org/schema/terms/DevelopmentalMode	http://eol.org/schema/terms/directDeveloper				http://eol.org/data_objects/28104473	"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	
M1898	C482	TRUE		http://eol.org/schema/terms/BreedingHabitat	http://purl.obolibrary.org/obo/ENVO_00002009				http://eol.org/data_objects/28104528	"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	
M1899	C482	TRUE		http://eol.org/schema/terms/DevelopmentalMode	http://eol.org/schema/terms/directDeveloper				http://eol.org/data_objects/28104528	"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	
M1900	C483	TRUE		http://eol.org/schema/terms/HeadBodyLength	26.5	http://purl.obolibrary.org/obo/UO_0000016	http://semanticscience.org/resource/SIO_001113			"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	R196
			M1900	http://eol.org/schema/terms/SampleSize	5					"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	
M1901	C483	TRUE		http://eol.org/schema/terms/HeadBodyLength	27.7	http://purl.obolibrary.org/obo/UO_0000016	http://semanticscience.org/resource/SIO_001114			"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	R196
			M1901	http://eol.org/schema/terms/SampleSize	5					"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	
M1902	C483	TRUE		http://eol.org/schema/terms/HeadBodyLength	27.3	http://purl.obolibrary.org/obo/UO_0000016	http://semanticscience.org/resource/SIO_001109			"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	R196
			M1902	http://eol.org/schema/terms/SampleSize	5					"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	
M1904	C484	TRUE		http://eol.org/schema/terms/BreedingHabitat	http://purl.obolibrary.org/obo/ENVO_00002009				http://eol.org/data_objects/28104534	"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	
M1905	C484	TRUE		http://eol.org/schema/terms/DevelopmentalMode	http://eol.org/schema/terms/directDeveloper				http://eol.org/data_objects/28104534	"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	
M1906	C485	TRUE		http://eol.org/schema/terms/BreedingHabitat	http://purl.obolibrary.org/obo/ENVO_00002009				http://eol.org/data_objects/28104600	"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	
M1907	C485	TRUE		http://eol.org/schema/terms/DevelopmentalMode	http://eol.org/schema/terms/directDeveloper				http://eol.org/data_objects/28104600	"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	
M1908	C486	TRUE		http://eol.org/schema/terms/BreedingHabitat	http://purl.obolibrary.org/obo/ENVO_00002009				http://eol.org/data_objects/28104606	"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	
M1909	C486	TRUE		http://eol.org/schema/terms/DevelopmentalMode	http://eol.org/schema/terms/directDeveloper				http://eol.org/data_objects/28104606	"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	
M1910	C487	TRUE		http://eol.org/schema/terms/BreedingHabitat	http://eol.org/schema/terms/freshwaterStream				http://eol.org/data_objects/28107154	"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	
M1911	C488	TRUE		http://eol.org/schema/terms/DevelopmentalMode	http://eol.org/schema/terms/larvalDevelopment				http://eol.org/data_objects/12682874	"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	
M1912	C489	TRUE		http://eol.org/schema/terms/HeadBodyLength	45	http://purl.obolibrary.org/obo/UO_0000016	http://semanticscience.org/resource/SIO_001113		http://eol.org/data_objects/23851526	"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	
M1913	C489	TRUE		http://eol.org/schema/terms/HeadBodyLength	80	http://purl.obolibrary.org/obo/UO_0000016	http://semanticscience.org/resource/SIO_001114		http://eol.org/data_objects/23851526	"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	
M1914	C489	TRUE		http://purl.obolibrary.org/obo/VT_0001256	145	http://purl.obolibrary.org/obo/UO_0000016	http://www.ebi.ac.uk/efo/EFO_0001444		http://eol.org/data_objects/23851526	"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	
M1915	C490	TRUE		http://eol.org/schema/terms/BreedingHabitat	http://purl.obolibrary.org/obo/ENVO_00002009				http://eol.org/data_objects/28107555	"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	
M1916	C491	TRUE		http://purl.obolibrary.org/obo/VT_0001933	7		http://semanticscience.org/resource/SIO_001113		http://eol.org/data_objects/28957006	"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	
M1917	C491	TRUE		http://purl.obolibrary.org/obo/VT_0001933	25		http://semanticscience.org/resource/SIO_001114		http://eol.org/data_objects/28957006	"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	
M1918	C491	TRUE		http://eol.org/schema/terms/DevelopmentalMode	http://eol.org/schema/terms/directDeveloper				http://eol.org/data_objects/28957006	"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	
M1919	C492	TRUE		http://eol.org/schema/terms/BreedingHabitat	http://eol.org/schema/terms/permanentFreshwater				http://eol.org/data_objects/28120596	"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	
M1920	C492	TRUE		http://eol.org/schema/terms/DevelopmentalMode	http://eol.org/schema/terms/larvalDevelopment				http://eol.org/data_objects/28120596	"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	
M1921	C493	TRUE		http://eol.org/schema/terms/BreedingHabitat	http://eol.org/schema/terms/freshwaterStream				http://eol.org/data_objects/28120602	"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	
M1922	C494	TRUE		http://eol.org/schema/terms/BreedingHabitat	http://eol.org/schema/terms/permanentFreshwater				http://eol.org/data_objects/28120614	"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	
M1923	C495	TRUE		http://eol.org/schema/terms/BreedingHabitat	http://purl.obolibrary.org/obo/ENVO_00000504				http://eol.org/data_objects/28120620	"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	
M1924	C496	TRUE		http://eol.org/schema/terms/BreedingHabitat	http://eol.org/schema/terms/freshwaterStream				http://eol.org/data_objects/28120626	"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	
M1925	C497	TRUE		http://eol.org/schema/terms/DevelopmentalMode	http://eol.org/schema/terms/larvalDevelopment				http://eol.org/data_objects/12657647	"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	
M1926	C498	TRUE		http://eol.org/schema/terms/BreedingHabitat	http://eol.org/schema/terms/freshwaterStream				http://eol.org/data_objects/28120644	"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	
M1927	C499	TRUE		http://eol.org/schema/terms/DevelopmentalMode	http://eol.org/schema/terms/larvalDevelopment				http://eol.org/data_objects/12657667	"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	
M1928	C500	TRUE		http://eol.org/schema/terms/BreedingHabitat	http://eol.org/schema/terms/permanentFreshwater				http://eol.org/data_objects/28120650	"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	
M1929	C501	TRUE		http://eol.org/schema/terms/BreedingHabitat	http://eol.org/schema/terms/permanentFreshwater				http://eol.org/data_objects/28120656	"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	
M1930	C502	TRUE		http://eol.org/schema/terms/HeadBodyLength	21.3	http://purl.obolibrary.org/obo/UO_0000016	http://semanticscience.org/resource/SIO_001113		http://eol.org/data_objects/23851666	"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	
M1931	C502	TRUE		http://eol.org/schema/terms/HeadBodyLength	25.8	http://purl.obolibrary.org/obo/UO_0000016	http://semanticscience.org/resource/SIO_001114		http://eol.org/data_objects/23851666	"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	
M1932	C876	TRUE		http://eol.org/schema/terms/HeadBodyLength	26.2	http://purl.obolibrary.org/obo/UO_0000016	http://semanticscience.org/resource/SIO_001113		http://eol.org/data_objects/23851666	"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	
M1933	C876	TRUE		http://eol.org/schema/terms/HeadBodyLength	28.9	http://purl.obolibrary.org/obo/UO_0000016	http://semanticscience.org/resource/SIO_001114		http://eol.org/data_objects/23851666	"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	
M1934	C503	TRUE		http://eol.org/schema/terms/BreedingHabitat	http://purl.obolibrary.org/obo/ENVO_00000504				http://eol.org/data_objects/28128468	"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	
M1935	C504	TRUE		http://eol.org/schema/terms/BreedingHabitat	http://purl.obolibrary.org/obo/ENVO_00000504				http://eol.org/data_objects/28128474	"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	
M1936	C504	TRUE		http://eol.org/schema/terms/DevelopmentalMode	http://eol.org/schema/terms/larvalDevelopment				http://eol.org/data_objects/28128474	"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	
M1937	C505	TRUE		http://eol.org/schema/terms/HeadBodyLength	22	http://purl.obolibrary.org/obo/UO_0000016	http://semanticscience.org/resource/SIO_001113		http://eol.org/data_objects/18651476	"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	
M1938	C505	TRUE		http://eol.org/schema/terms/HeadBodyLength	25	http://purl.obolibrary.org/obo/UO_0000016	http://semanticscience.org/resource/SIO_001114		http://eol.org/data_objects/18651476	"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	
M1939	C506	TRUE		http://eol.org/schema/terms/BreedingHabitat	http://eol.org/schema/terms/permanentFreshwater				http://eol.org/data_objects/28153820	"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	
M1940	C507	TRUE		http://purl.obolibrary.org/obo/VT_0001933	10		http://semanticscience.org/resource/SIO_001113		http://eol.org/data_objects/12682919	"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	
M1941	C507	TRUE		http://purl.obolibrary.org/obo/VT_0001933	50		http://semanticscience.org/resource/SIO_001114		http://eol.org/data_objects/12682919	"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	
M1942	C507	TRUE		http://eol.org/schema/terms/DevelopmentalMode	http://eol.org/schema/terms/larvalDevelopment				http://eol.org/data_objects/12682919	"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	
M1943	C508	TRUE		http://purl.obolibrary.org/obo/VT_0001933	18		http://semanticscience.org/resource/SIO_001113		http://eol.org/data_objects/18651477	"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	
M1944	C508	TRUE		http://purl.obolibrary.org/obo/VT_0001933	30		http://semanticscience.org/resource/SIO_001114		http://eol.org/data_objects/18651477	"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	
M1945	C509	TRUE		http://eol.org/schema/terms/HeadBodyLength	32	http://purl.obolibrary.org/obo/UO_0000016	http://semanticscience.org/resource/SIO_001113		http://eol.org/data_objects/23852173	"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	
M1946	C509	TRUE		http://eol.org/schema/terms/HeadBodyLength	57	http://purl.obolibrary.org/obo/UO_0000016	http://semanticscience.org/resource/SIO_001114		http://eol.org/data_objects/23852173	"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	
M1947	C510	TRUE		http://eol.org/schema/terms/BreedingHabitat	http://eol.org/schema/terms/freshwaterStream				http://eol.org/data_objects/28155355	"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	
M1948	C511	TRUE		http://eol.org/schema/terms/DevelopmentalMode	http://eol.org/schema/terms/larvalDevelopment				http://eol.org/data_objects/28913038	"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	
M1949	C512	TRUE		http://eol.org/schema/terms/BreedingHabitat	http://purl.obolibrary.org/obo/ENVO_00000504				http://eol.org/data_objects/28155397	"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	
M1950	C513	TRUE		http://eol.org/schema/terms/BreedingHabitat	http://eol.org/schema/terms/permanentFreshwater				http://eol.org/data_objects/28155403	"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	
M1951	C514	TRUE		http://purl.obolibrary.org/obo/VT_0001256	1.9	http://purl.obolibrary.org/obo/UO_0000015	http://semanticscience.org/resource/SIO_001113		http://eol.org/data_objects/23852191	"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	
M1952	C514	TRUE		http://purl.obolibrary.org/obo/VT_0001256	5.6	http://purl.obolibrary.org/obo/UO_0000015	http://semanticscience.org/resource/SIO_001114		http://eol.org/data_objects/23852191	"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	
M1953	C515	TRUE		http://eol.org/schema/terms/BreedingHabitat	http://eol.org/schema/terms/freshwaterStream				http://eol.org/data_objects/28155487	"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	
M1954	C516	TRUE		http://purl.obolibrary.org/obo/VT_0001933	268		http://semanticscience.org/resource/SIO_001114		http://eol.org/data_objects/15654963	"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	
M1955	C516	TRUE		http://eol.org/schema/terms/OvaDiameter	1.5	http://purl.obolibrary.org/obo/UO_0000016	http://www.ebi.ac.uk/efo/EFO_0001444		http://eol.org/data_objects/15654963	"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	
M1956	C516	TRUE		http://eol.org/schema/terms/DevelopmentalMode	http://eol.org/schema/terms/larvalDevelopment				http://eol.org/data_objects/15654963	"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	
M1957	C517	TRUE		http://eol.org/schema/terms/BreedingHabitat	http://eol.org/schema/terms/permanentFreshwater				http://eol.org/data_objects/28155559	"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	
M1958	C518	TRUE		http://purl.obolibrary.org/obo/VT_0001256	30	http://purl.obolibrary.org/obo/UO_0000016	http://semanticscience.org/resource/SIO_001113		http://eol.org/data_objects/27353657	"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	
M1959	C518	TRUE		http://purl.obolibrary.org/obo/VT_0001256	50	http://purl.obolibrary.org/obo/UO_0000016	http://semanticscience.org/resource/SIO_001114		http://eol.org/data_objects/27353657	"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	
M1960	C518	TRUE		http://purl.obolibrary.org/obo/VT_0001933	600		http://semanticscience.org/resource/SIO_001113		http://eol.org/data_objects/27353657	"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	
M1961	C518	TRUE		http://purl.obolibrary.org/obo/VT_0001933	800		http://semanticscience.org/resource/SIO_001114		http://eol.org/data_objects/27353657	"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	
M1962	C518	TRUE		http://eol.org/schema/terms/DevelopmentalMode	http://eol.org/schema/terms/larvalDevelopment				http://eol.org/data_objects/27353657	"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	
M1963	C518	TRUE		http://eol.org/schema/terms/BreedingHabitat	http://purl.obolibrary.org/obo/ENVO_00000504				http://eol.org/data_objects/27353657	"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	
M1964	C519	TRUE		http://eol.org/schema/terms/HeadBodyLength	110	http://purl.obolibrary.org/obo/UO_0000016	http://semanticscience.org/resource/SIO_001113		http://eol.org/data_objects/23852772	"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	
M1965	C519	TRUE		http://eol.org/schema/terms/HeadBodyLength	187	http://purl.obolibrary.org/obo/UO_0000016	http://semanticscience.org/resource/SIO_001114		http://eol.org/data_objects/23852772	"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	
M1966	C520	TRUE		http://eol.org/schema/terms/BreedingHabitat	http://eol.org/schema/terms/permanentFreshwater				http://eol.org/data_objects/23852769	"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	
M1967	C521	TRUE		http://purl.obolibrary.org/obo/VT_0001933	8000		http://semanticscience.org/resource/SIO_001114		http://eol.org/data_objects/28912866	"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	
M1968	C522	TRUE		http://eol.org/schema/terms/DevelopmentalMode	http://eol.org/schema/terms/larvalDevelopment				http://eol.org/data_objects/23852770	"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	
M1969	C523	TRUE		http://eol.org/schema/terms/BreedingHabitat	http://eol.org/schema/terms/freshwaterStream				http://eol.org/data_objects/28163119	"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	
M1970	C524	TRUE		http://eol.org/schema/terms/BreedingHabitat	http://eol.org/schema/terms/permanentFreshwater				http://eol.org/data_objects/28163125	"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	
M1971	C525	TRUE		http://eol.org/schema/terms/HeadBodyLength	88.2	http://purl.obolibrary.org/obo/UO_0000016	http://www.ebi.ac.uk/efo/EFO_0001444			"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	R197
M1972	C271	TRUE		http://eol.org/schema/terms/BreedingHabitat	http://eol.org/schema/terms/freshwaterStream						
M1973	C526	TRUE		http://eol.org/schema/terms/DevelopmentalMode	http://eol.org/schema/terms/larvalDevelopment				http://eol.org/data_objects/13115974	"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	
M1974	C527	TRUE		http://eol.org/schema/terms/BreedingHabitat	http://eol.org/schema/terms/permanentFreshwater				http://eol.org/data_objects/28163141	"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	
M1975	C527	TRUE		http://eol.org/schema/terms/DevelopmentalMode	http://eol.org/schema/terms/larvalDevelopment				http://eol.org/data_objects/28163141	"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	
M1976	C528	TRUE		http://eol.org/schema/terms/BreedingHabitat	http://eol.org/schema/terms/permanentFreshwater				http://eol.org/data_objects/28163161	"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	
M1977	C529	TRUE		http://eol.org/schema/terms/HeadBodyLength	77	http://purl.obolibrary.org/obo/UO_0000016	http://semanticscience.org/resource/SIO_001113		http://eol.org/data_objects/23852804	"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	
M1978	C529	TRUE		http://eol.org/schema/terms/HeadBodyLength	96	http://purl.obolibrary.org/obo/UO_0000016	http://semanticscience.org/resource/SIO_001114		http://eol.org/data_objects/23852804	"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	
M1979	C877	TRUE		http://eol.org/schema/terms/HeadBodyLength	73	http://purl.obolibrary.org/obo/UO_0000016	http://semanticscience.org/resource/SIO_001113		http://eol.org/data_objects/23852804	"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	
M1980	C877	TRUE		http://eol.org/schema/terms/HeadBodyLength	107	http://purl.obolibrary.org/obo/UO_0000016	http://semanticscience.org/resource/SIO_001114		http://eol.org/data_objects/23852804	"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	
M1981	C530	TRUE		http://eol.org/schema/terms/BreedingHabitat	http://purl.obolibrary.org/obo/ENVO_00000504				http://eol.org/data_objects/28163192	"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	
M1982	C531	TRUE		http://eol.org/schema/terms/DevelopmentalMode	http://eol.org/schema/terms/larvalDevelopment				http://eol.org/data_objects/23852802	"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	
M1983	C531	TRUE		http://purl.obolibrary.org/obo/VT_0001933	2000		http://semanticscience.org/resource/SIO_001113		http://eol.org/data_objects/23852802	"Compiler: Anne E. Thessen, Compiler: Esther Quintero, Compiler: Paulina Arias Caballero"	
